,GENDER,How important is attractiveness to you?,How important is sincerity to you?,How important is intelligence to you?,Import_of_Fun,Import_of_Amb,Import_of_Shar,Exp_of_Attr,Exp_of_Sinc,Exp_of_Int,Exp_of_Fun,Exp_of_Amb,Exp_of_Shar
1699,Female,15.0,15.0,25.0,25.0,20.0,0.0,30.0,5.0,10.0,30.0,5.0,20.0
1700,Female,15.0,15.0,25.0,25.0,20.0,0.0,30.0,5.0,10.0,30.0,5.0,20.0
1701,Female,15.0,15.0,25.0,25.0,20.0,0.0,30.0,5.0,10.0,30.0,5.0,20.0
1702,Female,15.0,15.0,25.0,25.0,20.0,0.0,30.0,5.0,10.0,30.0,5.0,20.0
1703,Female,15.0,15.0,25.0,25.0,20.0,0.0,30.0,5.0,10.0,30.0,5.0,20.0
1704,Female,15.0,15.0,25.0,25.0,20.0,0.0,30.0,5.0,10.0,30.0,5.0,20.0
1705,Female,15.0,15.0,25.0,25.0,20.0,0.0,30.0,5.0,10.0,30.0,5.0,20.0
1706,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1707,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1708,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1709,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1710,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1711,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1712,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1713,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1714,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1715,Female,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0
1716,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1717,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1718,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1719,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1720,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1721,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1722,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1723,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1724,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1725,Female,50.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0
1726,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1727,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1728,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1729,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1730,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1731,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1732,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1733,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1734,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1735,Female,10.0,10.0,35.0,35.0,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0
1736,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1737,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1738,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1739,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1740,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1741,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1742,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1743,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1744,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1745,Female,35.0,15.0,5.0,30.0,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0
1746,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1747,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1748,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1749,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1750,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1751,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1752,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1753,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1754,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1755,Male,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0
1756,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1757,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1758,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1759,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1760,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1761,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1762,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1763,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1764,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1765,Male,50.0,10.0,20.0,5.0,5.0,10.0,20.0,50.0,10.0,5.0,5.0,10.0
1766,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1767,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1768,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1769,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1770,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1771,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1772,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1773,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1774,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1775,Male,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0
1776,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1777,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1778,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1779,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1780,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1781,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1782,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1783,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1784,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1785,Male,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0
1786,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1787,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1788,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1789,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1790,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1791,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1792,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1793,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1794,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1795,Male,25.0,40.0,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0
1796,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1797,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1798,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1799,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1800,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1801,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1802,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1803,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1804,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1805,Male,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
1806,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1807,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1808,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1809,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1810,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1811,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1812,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1813,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1814,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1815,Male,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0
1836,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1837,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1838,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1839,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1840,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1841,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1842,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1843,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1844,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
1845,Male,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0
3408,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3409,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3410,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3411,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3412,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3413,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3414,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3415,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3416,Female,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0
3417,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3418,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3419,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3420,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3421,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3422,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3423,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3424,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3425,Female,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0
3426,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3427,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3428,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3429,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3430,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3431,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3432,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3433,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3434,Female,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0
3435,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3436,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3437,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3438,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3439,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3440,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3441,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3442,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3443,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0
3444,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3445,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3446,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3447,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3448,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3449,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3450,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3451,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3452,Female,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0
3453,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3454,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3455,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3456,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3457,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3458,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3459,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3460,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3461,Female,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0
3462,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3463,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3464,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3465,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3466,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3467,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3468,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3469,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3470,Female,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0
3471,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3472,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3473,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3474,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3475,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3476,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3477,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3478,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3479,Female,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0
3480,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3481,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3482,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3483,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3484,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3485,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3486,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3487,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3488,Female,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0
3489,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3490,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3491,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3492,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3493,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3494,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3495,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3496,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3497,Male,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0
3498,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3499,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3500,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3501,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3502,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3503,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3504,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3505,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3506,Male,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0
3507,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3508,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3509,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3510,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3511,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3512,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3513,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3514,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3515,Male,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0
3516,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3517,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3518,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3519,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3520,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3521,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3522,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3523,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3524,Male,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0
3525,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3526,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3527,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3528,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3529,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3530,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3531,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3532,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3533,Male,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0
3534,Male,25.0,15.0,20.0,20.0,15.0,5.0,20.0,15.0,15.0,25.0,20.0,5.0
3535,Male,25.0,15.0,20.0,20.0,15.0,5.0,20.0,15.0,15.0,25.0,20.0,5.0
3536,Male,25.0,15.0,20.0,20.0,15.0,5.0,20.0,15.0,15.0,25.0,20.0,5.0
